query_genome	query_id	query_length_bp	query_start_0based	query_end_0based	ref_id	ref_length_bp	ref_start_0based	ref_end_0based	orientation	matching_bases	alignment_block_length_bp	ref_span_bp	percent_identity	mapping_quality
FoCL57	JH651432.1	39416	19	3947	NC_030988.1	5634991	4698257	4702160	opposite	3688	3972	3903	92.8499	60
FoCL57	KK035968.1	2682	1496	2682	NC_030988.1	5634991	4700422	4701611	same	1118	1190	1189	93.9496	60
FoCL57	KK036081.1	1390	0	1381	NC_030988.1	5634991	4701141	4702524	opposite	1325	1385	1383	95.6679	60
FoCL57	KK035909.1	4833	3397	4833	NC_030988.1	5634991	4705436	4706872	opposite	1349	1436	1436	93.9415	60
FoCL57	KK036089.1	1286	848	1286	NC_030988.1	5634991	4716790	4717228	same	425	438	438	97.0320	60
FoCL57	JH651434.1	35650	33730	35307	NC_030988.1	5634991	4717757	4719327	opposite	1471	1595	1570	92.2257	60
FoCL57	JH651422.1	50541	48259	49105	NC_030988.1	5634991	4718352	4719198	opposite	795	846	846	93.9716	60
FoCL57	JH651428.1	44983	7	2272	NC_030988.1	5634991	4718575	4720839	same	2198	2265	2264	97.0419	60
FoCL57	JH651484.1	7798	3329	3766	NC_030988.1	5634991	4718772	4719209	opposite	420	437	437	96.1098	30
FoCL57	JH651484.1	7798	1747	3014	NC_030988.1	5634991	4719455	4720681	opposite	1156	1267	1226	91.2391	60
FoCL57	JH651428.1	44983	2401	5171	NC_030988.1	5634991	4720968	4723729	same	2636	2774	2761	95.0252	60
FoCL57	JH651484.1	7798	0	1317	NC_030988.1	5634991	4721111	4722427	opposite	1275	1317	1316	96.8109	60
FoCL57	JH651422.1	50541	43096	45456	NC_030988.1	5634991	4721692	4724414	opposite	2152	2630	2722	81.8251	60
FoCL57	KK035923.1	4269	935	1890	NC_030988.1	5634991	4721713	4722670	opposite	926	957	957	96.7607	60
FoCL57	JH651434.1	35650	286	1700	NC_030988.1	5634991	4722922	4724330	same	1327	1415	1408	93.7809	60
FoCL57	KK035923.1	4269	56	567	NC_030988.1	5634991	4722962	4723472	opposite	480	511	510	93.9335	60
FoCL57	KK035912.1	4752	4	4656	NC_030988.1	5634991	4725723	4730366	opposite	4442	4655	4643	95.4243	60
FoCL57	JH651496.1	6317	4273	6317	NC_030988.1	5634991	4732620	4734730	opposite	1869	2022	2110	92.4332	60
FoCL57	KK035942.1	3454	0	3281	NC_030988.1	5634991	4735276	4737994	opposite	2648	3288	2718	80.5353	60
FoCL57	JH651439.1	33739	0	1626	NC_030988.1	5634991	4739742	4741380	same	1525	1647	1638	92.5926	60
FoCL57	KK036055.1	1499	924	1499	NC_030988.1	5634991	4740836	4741414	opposite	558	578	578	96.5398	60
FoCL57	JH651507.1	4392	0	522	NC_030988.1	5634991	4740889	4741414	same	507	525	525	96.5714	60
FoCL57	KK036044.1	1552	0	523	NC_030988.1	5634991	4740889	4741414	same	501	525	525	95.4286	60
FoCL57	KK035861.1	17746	0	2853	NC_030988.1	5634991	4744590	4747445	same	2812	2855	2855	98.4939	60
FoCL57	KK035929.1	3935	1078	3935	NC_030988.1	5634991	4744590	4747449	opposite	2816	2859	2859	98.4960	60
FoCL57	KK036044.1	1552	509	1552	NC_030988.1	5634991	4747447	4748485	same	1004	1044	1038	96.1686	60
FoCL57	KK036055.1	1499	0	934	NC_030988.1	5634991	4747451	4748387	opposite	882	937	936	94.1302	60
FoCL57	JH651439.1	33739	1671	12184	NC_030988.1	5634991	4747476	4757654	same	9596	10557	10178	90.8970	60
FoCL57	JH651507.1	4392	2148	4392	NC_030988.1	5634991	4748000	4750236	same	2123	2244	2236	94.6078	60
FoCL57	KK036030.1	1608	0	1608	NC_030988.1	5634991	4749478	4751086	opposite	1581	1608	1608	98.3209	60
FoCL57	JH651439.1	33739	18214	32640	NC_030988.1	5634991	4768316	4784284	same	13269	15760	15968	84.1942	60
FoCL57	KK036047.1	1485	0	1485	NC_030988.1	5634991	4771193	4772678	opposite	1460	1486	1485	98.2503	60
FoCL57	KK035966.1	2779	0	2779	NC_030988.1	5634991	4774356	4777477	opposite	2699	3185	3121	84.7410	60
FoCL57	KK036001.1	2004	0	1699	NC_030988.1	5634991	4775605	4777294	opposite	1584	1699	1689	93.2313	60
FoCL57	KK036013.1	1699	0	1604	NC_030988.1	5634991	4779982	4781587	same	1535	1605	1605	95.6386	60
FoCL57	KK036111.1	1087	413	1087	NC_030988.1	5634991	4787934	4788617	same	639	683	683	93.5578	11
FoCL57	KK036011.1	1721	0	1721	NC_030988.1	5634991	4789217	4790943	opposite	1667	1726	1726	96.5817	60
FoCL57	KK036102.1	1195	0	1190	NC_030988.1	5634991	4789234	4790401	opposite	1080	1195	1167	90.3766	1
FoCL57	KK035941.1	3458	0	2051	NC_030988.1	5634991	4791940	4793975	same	1886	2088	2035	90.3257	53
FoCL57	KK036116.1	1101	0	950	NC_030988.1	5634991	4791985	4792926	opposite	887	960	941	92.3958	1
FoCL57	KK036085.1	1306	7	299	NC_030988.1	5634991	4803759	4804064	opposite	286	305	305	93.7705	10
FoCL57	KK036046.1	1514	0	1485	NC_030988.1	5634991	4811767	4813246	opposite	1382	1485	1479	93.0640	60
FoCL57	KK035953.1	3093	0	3040	NC_030988.1	5634991	4830397	4833910	same	2809	3523	3513	79.7332	45
FoCL57	KK036074.1	1334	0	1334	NC_030988.1	5634991	4832249	4833582	same	1258	1334	1333	94.3028	60
FoCL57	KK036082.1	1318	0	1318	NC_030988.1	5634991	4834452	4835774	same	1276	1322	1322	96.5204	34
FoCL57	JH651474.1	11445	0	886	NC_030988.1	5634991	4836404	4837287	same	836	889	883	94.0382	60
FoCL57	KK035951.1	3184	2087	2998	NC_030988.1	5634991	4846076	4846988	same	875	912	912	95.9430	60
FoCL57	KK036003.1	1926	939	1926	NC_030988.1	5634991	4851153	4852140	same	986	987	987	99.8987	60
FoCL57	JH651486.1	7306	0	455	NC_030988.1	5634991	4853113	4853567	same	448	455	454	98.4615	0
FoCL57	JH651486.1	7306	6916	7306	NC_030988.1	5634991	4853565	4853956	same	380	391	391	97.1867	0
FoCL57	KK035884.1	8504	2357	8504	NC_030988.1	5634991	4854488	4860454	opposite	5514	6161	5966	89.4985	60
FoCL57	JH651510.1	2958	1521	2958	NC_030988.1	5634991	4859580	4861012	opposite	1390	1438	1432	96.6620	60
FoCL57	KK036033.1	1638	439	1392	NC_030988.1	5634991	4861030	4861985	opposite	915	955	955	95.8115	60
FoCL57	KK035891.1	6740	132	2322	NC_030988.1	5634991	4861972	4864162	same	2156	2190	2190	98.4475	60
FoCL57	KK035891.1	6740	2767	6740	NC_030988.1	5634991	4864675	4868647	same	3901	3983	3972	97.9413	60
FoCL57	KK035884.1	8504	0	574	NC_030988.1	5634991	4868186	4868759	opposite	546	574	573	95.1220	60
FoCL57	JH651492.1	6824	0	2299	NC_030988.1	5634991	4880519	4883039	opposite	2191	2539	2520	86.2938	39
FoCL57	JH651503.1	3880	2402	3880	NC_030988.1	5634991	4885650	4886965	opposite	1244	1479	1315	84.1109	60
FoCL57	KK036014.1	1788	0	1786	NC_030988.1	5634991	4887229	4889015	same	1758	1786	1786	98.4323	60
FoCL57	JH651503.1	3880	0	1300	NC_030988.1	5634991	4887593	4888893	opposite	1244	1300	1300	95.6923	60
FoCL57	KK035852.1	33600	0	927	NC_030988.1	5634991	4893789	4894716	same	922	927	927	99.4606	22
FoCL57	KK035946.1	3282	0	727	NC_030988.1	5634991	4893990	4894717	same	724	727	727	99.5873	60
FoCL57	KK035907.1	4916	1019	2646	NC_030988.1	5634991	4899139	4900765	same	1504	1631	1626	92.2134	1
FoCL57	KK036093.1	1233	0	1233	NC_030988.1	5634991	4909106	4910333	same	1191	1234	1227	96.5154	60
FoCL57	KK035988.1	2156	0	273	NC_030988.1	5634991	4909674	4909947	opposite	272	273	273	99.6337	60
FoCL57	KK035937.1	3623	2990	3623	NC_030988.1	5634991	4910751	4911385	opposite	596	636	634	93.7107	60
FoCL57	JH651485.1	7924	0	3991	NC_030988.1	5634991	4915026	4919261	same	3561	4172	4235	85.3547	60
FoCL57	JH651456.1	17309	0	927	NC_030988.1	5634991	4925624	4926551	same	912	928	927	98.2759	58
FoCL57	JH651463.1	16871	1233	2715	NC_030988.1	5634991	4929394	4930876	same	1430	1482	1482	96.4912	60
FoCL57	JH651494.1	5871	2226	2906	NC_030988.1	5634991	4929746	4930426	opposite	641	680	680	94.2647	60
FoCL57	KK036098.1	1280	0	1280	NC_030988.1	5634991	4930775	4932052	same	1244	1285	1277	96.8093	60
FoCL57	JH651449.1	24628	23773	24475	NC_030988.1	5634991	4931770	4932472	opposite	685	702	702	97.5783	60
FoCL57	JH651504.1	3671	0	997	NC_030988.1	5634991	4933544	4934546	same	968	1008	1002	96.0317	60
FoCL57	JH651464.1	15866	8219	9017	NC_030988.1	5634991	4940956	4941753	same	755	798	797	94.6115	60
FoCL57	JH651447.1	25838	22014	23752	NC_030988.1	5634991	4940956	4942694	same	1667	1738	1738	95.9148	60
FoCL57	JH651412.1	84110	39064	39532	NC_030988.1	5634991	4969673	4970141	same	461	468	468	98.5043	60
FoCL57	JH651412.1	84110	39547	42758	NC_030988.1	5634991	4973361	4976572	same	3157	3211	3211	98.3183	60
FoCL57	KK036070.1	1457	0	981	NC_030988.1	5634991	5003910	5004891	opposite	950	981	981	96.8400	32
FoCL57	JH651449.1	24628	14970	15735	NC_030988.1	5634991	5024839	5025623	opposite	710	790	784	89.8734	20
FoCL57	KK036069.1	1460	906	1212	NC_030988.1	5634991	5037308	5037614	opposite	297	306	306	97.0588	29
FoCL57	JH651409.1	91740	73276	73991	NC_030988.1	5634991	5038746	5039462	same	692	716	716	96.6480	1
FoCL57	JH651431.1	41155	16722	19839	NC_030988.1	5634991	5045066	5048131	same	3034	3117	3065	97.3372	30
FoCL57	JH651403.1	281853	56523	59543	NC_030988.1	5634991	5055093	5058092	same	2784	3035	2999	91.7298	60
FoCL57	JH651417.1	57168	7073	14482	NC_030988.1	5634991	5069238	5076643	opposite	7093	7431	7405	95.4515	60
FoCL57	JH651414.1	68668	24034	25161	NC_030988.1	5634991	5127868	5128994	same	1014	1134	1126	89.4180	60
FoCL57	KK035863.1	17522	1147	2778	NC_030988.1	5634991	5129830	5131462	opposite	1480	1643	1632	90.0791	60
FoCL57	JH651388.1	2947611	125845	129071	NC_030988.1	5634991	5133025	5136253	opposite	2987	3250	3228	91.9077	60
FoCL57	JH651419.1	52215	49313	51028	NC_030988.1	5634991	5150205	5151921	opposite	1650	1718	1716	96.0419	60
FoCL57	KK036059.1	1487	619	1044	NC_030988.1	5634991	5159402	5159818	opposite	407	425	416	95.7647	1
FoCL57	JH651409.1	91740	57590	59282	NC_030988.1	5634991	5165985	5167676	same	1668	1692	1691	98.5816	60
FoCL57	JH651404.1	282688	263034	263282	NC_030988.1	5634991	5170675	5170923	opposite	244	248	248	98.3871	60
FoCL57	JH651463.1	16871	13614	14037	NC_030988.1	5634991	5179841	5180264	same	420	423	423	99.2908	39
FoCL57	JH651417.1	57168	54817	56491	NC_030988.1	5634991	5179842	5181516	same	1653	1674	1674	98.7455	56
FoCL57	JH651423.1	45983	0	884	NC_030988.1	5634991	5180122	5181008	opposite	860	886	886	97.0655	18
FoCL57	JH651420.1	52559	38935	39262	NC_030988.1	5634991	5196866	5197193	opposite	317	327	327	96.9419	1
FoCL57	JH651385.1	5064356	5028418	5029179	NC_030988.1	5634991	5198792	5199555	same	709	763	763	92.9227	60
FoCL57	JH651390.1	2759859	2644785	2646247	NC_030988.1	5634991	5219928	5221389	opposite	1365	1463	1461	93.3014	60
FoCL57	JH651415.1	57426	17635	19413	NC_030988.1	5634991	5221985	5223761	opposite	1730	1778	1776	97.3003	60
FoCL57	JH651406.1	152588	111613	112538	NC_030988.1	5634991	5252403	5253328	same	866	925	925	93.6216	34
FoCL57	JH651385.1	5064356	5038958	5041656	NC_030988.1	5634991	5255051	5257753	opposite	2621	2702	2702	97.0022	60
FoCL57	KK035871.1	12766	9145	12365	NC_030988.1	5634991	5271635	5274914	same	3128	3304	3279	94.6731	60
FoCL57	JH651404.1	282688	267923	268375	NC_030988.1	5634991	5279772	5280224	opposite	435	452	452	96.2389	58
FoCL57	KK035868.1	14025	10212	11495	NC_030988.1	5634991	5286227	5287510	opposite	1224	1295	1283	94.5174	60
FoCL57	KK035868.1	14025	212	10225	NC_030988.1	5634991	5293045	5302899	opposite	9696	10023	9854	96.7375	60
FoCL57	KK035932.1	3839	293	3038	NC_030988.1	5634991	5302890	5305632	opposite	2646	2745	2742	96.3934	60
FoCL57	JH651441.1	31881	3623	7022	NC_030988.1	5634991	5320679	5324014	same	3061	3303	3335	92.6733	60
FoCL57	JH651478.1	10109	5611	7842	NC_030988.1	5634991	5351088	5353319	opposite	2058	2231	2231	92.2456	54
FoCL57	JH651443.1	27152	0	1455	NC_030988.1	5634991	5351864	5353319	same	1406	1455	1455	96.6323	1
FoCL57	JH651411.1	89040	26644	29657	NC_030988.1	5634991	5367175	5370188	opposite	2979	3013	3013	98.8716	60
FoCL57	KK035849.1	61333	5968	20014	NC_030988.1	5634991	5370215	5384221	same	13308	14044	14006	94.7593	60
FoCL57	JH651464.1	15866	13113	14401	NC_030988.1	5634991	5389028	5390520	opposite	1190	1494	1492	79.6519	60
FoCL57	JH651409.1	91740	50559	51808	NC_030988.1	5634991	5389087	5390520	same	1166	1435	1433	81.2544	60
FoCL57	JH651388.1	2947611	2946424	2947566	NC_030988.1	5634991	5398161	5399306	opposite	1100	1146	1145	95.9860	60
FoCL57	JH651392.1	2218604	45	1187	NC_030988.1	5634991	5398161	5399306	same	1099	1146	1145	95.8988	60
FoCL57	KK035849.1	61333	27419	32544	NC_030988.1	5634991	5402584	5407577	opposite	4616	5177	4993	89.1636	60
FoCL57	JH651417.1	57168	45256	47644	NC_030988.1	5634991	5421328	5423717	opposite	2167	2397	2389	90.4047	51
FoCL57	JH651417.1	57168	4579	6019	NC_030988.1	5634991	5426525	5427963	same	1342	1461	1438	91.8549	60
FoCL57	JH651414.1	68668	882	2317	NC_030988.1	5634991	5428363	5429815	same	1319	1452	1452	90.8402	38
FoCL57	JH651404.1	282688	192157	204406	NC_030988.1	5634991	5432683	5444165	same	10297	12870	11482	80.0078	60
FoCL57	KK035845.1	143271	121381	130102	NC_030988.1	5634991	5466620	5475341	same	8485	8725	8721	97.2493	60
FoCL57	KK035845.1	143271	130699	136800	NC_030988.1	5634991	5475419	5481526	same	5975	6109	6107	97.8065	60
FoCL57	KK035856.1	24018	11922	15421	NC_030988.1	5634991	5481813	5485303	same	3437	3501	3490	98.1720	60
FoCL57	JH651439.1	33739	32649	33739	NC_030988.1	5634991	5494506	5495736	same	1078	1230	1230	87.6423	1
FoCL57	JH651431.1	41155	0	387	NC_030988.1	5634991	5497278	5497665	same	387	387	387	100.0000	21
FoCL57	JH651420.1	52559	30280	30612	NC_030988.1	5634991	5497334	5497666	opposite	330	332	332	99.3976	6
FoCL57	KK036043.1	1565	0	510	NC_030988.1	5634991	5546272	5546782	same	496	510	510	97.2549	0
FoCL57	KK035954.1	3022	795	2070	NC_030988.1	5634991	5575818	5577083	same	1195	1275	1265	93.7255	60
FoCL57	JH651411.1	89040	8746	10904	NC_030988.1	5634991	5576418	5578572	opposite	1943	2160	2154	89.9537	60
FoCL57	JH651412.1	84110	52854	53547	NC_030988.1	5634991	5583521	5584214	same	661	693	693	95.3824	60
FoCL57	JH651404.1	282688	231333	232252	NC_030988.1	5634991	5603089	5604011	opposite	851	924	922	92.0996	60
FoCL57	JH651440.1	30340	7064	9740	NC_030988.1	5634991	5603089	5605714	same	2510	2682	2625	93.5869	60
FoCL57	JH651389.1	2870791	2640323	2668561	NC_030989.1	5212762	56	28295	opposite	27754	28253	28239	98.2338	60
FoCL57	JH651389.1	2870791	2626521	2628732	NC_030989.1	5212762	39399	41610	opposite	2183	2211	2211	98.7336	60
FoCL57	JH651389.1	2870791	2597763	2618761	NC_030989.1	5212762	42969	64036	opposite	20425	21151	21067	96.5675	60
FoCL57	JH651389.1	2870791	2571554	2587077	NC_030989.1	5212762	87951	103387	opposite	14883	15536	15436	95.7969	60
FoCL57	JH651389.1	2870791	2565149	2566268	NC_030989.1	5212762	108729	109848	opposite	1036	1119	1119	92.5827	60
FoCL57	JH651389.1	2870791	2558342	2565012	NC_030989.1	5212762	109986	116632	opposite	6483	6678	6646	97.0800	60
FoCL57	JH651389.1	2870791	2426158	2558254	NC_030989.1	5212762	116728	218600	opposite	96717	135473	101872	71.3921	60
FoCL57	JH651404.1	282688	188042	198193	NC_030989.1	5212762	164007	174085	same	9602	10168	10078	94.4335	51
FoCL57	JH651389.1	2870791	2400110	2425993	NC_030989.1	5212762	218761	248799	opposite	25268	30070	30038	84.0306	60
FoCL57	JH651389.1	2870791	2387899	2395389	NC_030989.1	5212762	250305	261027	opposite	7334	10722	10722	68.4014	60
FoCL57	JH651389.1	2870791	2333990	2387505	NC_030989.1	5212762	261478	296188	opposite	34005	53432	34710	63.6416	60
FoCL57	JH651389.1	2870791	2318539	2333912	NC_030989.1	5212762	296263	314710	opposite	15116	18475	18447	81.8187	60
FoCL57	JH651389.1	2870791	2317740	2318396	NC_030989.1	5212762	314852	315508	opposite	649	656	656	98.9329	60
FoCL57	JH651389.1	2870791	2297287	2316964	NC_030989.1	5212762	316373	337041	opposite	19233	20262	20668	94.9215	60
FoCL57	JH651389.1	2870791	2294083	2296925	NC_030989.1	5212762	337403	340256	opposite	2686	2856	2853	94.0476	60
FoCL57	JH651389.1	2870791	2269764	2293423	NC_030989.1	5212762	340915	364531	opposite	23077	23671	23616	97.4906	60
FoCL57	JH651389.1	2870791	2256208	2269449	NC_030989.1	5212762	364815	378043	opposite	13129	13242	13228	99.1467	60
FoCL57	JH651389.1	2870791	2187143	2256104	NC_030989.1	5212762	378163	447840	opposite	66746	70965	69677	94.0548	60
FoCL57	JH651389.1	2870791	2152662	2187081	NC_030989.1	5212762	447909	482328	opposite	34108	34474	34419	98.9383	60
FoCL57	JH651389.1	2870791	2150419	2152452	NC_030989.1	5212762	482741	484774	opposite	2015	2034	2033	99.0659	60
FoCL57	JH651389.1	2870791	1951362	2149675	NC_030989.1	5212762	485588	685358	opposite	195971	200037	199770	97.9674	60
FoCL57	JH651389.1	2870791	1752320	1951255	NC_030989.1	5212762	685477	883861	opposite	196411	199006	198384	98.6960	60
FoCL57	JH651389.1	2870791	1731450	1752011	NC_030989.1	5212762	884011	904545	opposite	20400	20575	20534	99.1495	60
FoCL57	JH651389.1	2870791	1659629	1731223	NC_030989.1	5212762	904757	975355	opposite	69785	71473	70598	97.6383	60
FoCL57	JH651389.1	2870791	1598269	1659056	NC_030989.1	5212762	976551	1037066	opposite	59948	60836	60515	98.5403	60
FoCL57	JH651389.1	2870791	1464422	1598178	NC_030989.1	5212762	1037178	1170762	opposite	132384	133895	133584	98.8715	60
FoCL57	JH651389.1	2870791	1426906	1458935	NC_030989.1	5212762	1176323	1208360	opposite	31817	32046	32037	99.2854	60
FoCL57	JH651389.1	2870791	1398586	1426745	NC_030989.1	5212762	1208547	1236686	opposite	27957	28170	28139	99.2439	60
FoCL57	JH651389.1	2870791	1390568	1398462	NC_030989.1	5212762	1236810	1244708	opposite	7849	7900	7898	99.3544	60
FoCL57	JH651389.1	2870791	1268715	1390381	NC_030989.1	5212762	1244904	1367001	opposite	120399	121975	122097	98.7079	60
FoCL57	JH651389.1	2870791	1228700	1267832	NC_030989.1	5212762	1367961	1407053	opposite	38809	39149	39092	99.1315	60
FoCL57	JH651389.1	2870791	1198387	1228600	NC_030989.1	5212762	1407151	1437465	opposite	29989	30219	30314	99.2389	60
FoCL57	JH651389.1	2870791	1034261	1195691	NC_030989.1	5212762	1440340	1602766	opposite	160016	162502	162426	98.4702	60
FoCL57	JH651389.1	2870791	841861	1033924	NC_030989.1	5212762	1603191	1795353	opposite	190414	192429	192162	98.9529	60
FoCL57	JH651389.1	2870791	836555	840731	NC_030989.1	5212762	1796692	1800878	opposite	4121	4190	4186	98.3532	60
FoCL57	JH651389.1	2870791	832917	835848	NC_030989.1	5212762	1801643	1804577	opposite	2913	2935	2934	99.2504	60
FoCL57	JH651389.1	2870791	830724	831792	NC_030989.1	5212762	1805188	1806242	opposite	1031	1069	1054	96.4453	60
FoCL57	JH651389.1	2870791	827113	829629	NC_030989.1	5212762	1807841	1810352	opposite	2444	2522	2511	96.9072	60
FoCL57	JH651389.1	2870791	688487	826634	NC_030989.1	5212762	1810845	1949030	opposite	136978	138360	138185	99.0012	60
FoCL57	JH651389.1	2870791	624289	688008	NC_030989.1	5212762	1949337	2013098	opposite	63219	63792	63761	99.1018	60
FoCL57	JH651389.1	2870791	394373	624058	NC_030989.1	5212762	2013317	2243201	opposite	228049	229969	229884	99.1651	60
FoCL57	JH651389.1	2870791	381812	394225	NC_030989.1	5212762	2243357	2255807	opposite	12319	12455	12450	98.9081	60
FoCL57	JH651389.1	2870791	367822	380749	NC_030989.1	5212762	2256849	2269835	opposite	12852	12991	12986	98.9300	60
FoCL57	JH651389.1	2870791	315871	367642	NC_030989.1	5212762	2270015	2321880	opposite	51312	51678	51865	99.2918	60
FoCL57	JH651389.1	2870791	309811	315034	NC_030989.1	5212762	2322863	2328038	opposite	5135	5230	5175	98.1836	60
FoCL57	JH651389.1	2870791	208371	248916	NC_030989.1	5212762	2329038	2369608	opposite	40234	40509	40570	99.3211	60
FoCL57	JH651389.1	2870791	19351	207867	NC_030989.1	5212762	2370133	2561273	opposite	185911	191138	191140	97.2653	60
FoCL57	JH651389.1	2870791	15094	18838	NC_030989.1	5212762	2561775	2565520	opposite	3678	3745	3745	98.2109	60
FoCL57	JH651389.1	2870791	87	14461	NC_030989.1	5212762	2566147	2580487	opposite	14078	14394	14340	97.8046	60
FoCL57	KK035841.1	590168	205	38759	NC_030989.1	5212762	2580476	2619044	same	38211	38591	38568	99.0153	60
FoCL57	KK035841.1	590168	38926	46091	NC_030989.1	5212762	2619222	2626388	same	7062	7167	7166	98.5350	60
FoCL57	KK035841.1	590168	47486	172916	NC_030989.1	5212762	2627796	2753773	same	120652	129088	125977	93.4649	60
FoCL57	KK035841.1	590168	173973	264204	NC_030989.1	5212762	2757030	2847888	same	88733	91193	90858	97.3024	60
FoCL57	KK035841.1	590168	264532	325423	NC_030989.1	5212762	2848343	2910441	same	59510	62248	62098	95.6015	60
FoCL57	JH651466.1	15004	12915	13520	NC_030989.1	5212762	2855841	2856450	opposite	586	610	609	96.0656	0
FoCL57	KK035841.1	590168	325568	342065	NC_030989.1	5212762	2910594	2927077	same	16152	16501	16483	97.8850	60
FoCL57	KK035841.1	590168	351419	370417	NC_030989.1	5212762	2931717	2951120	same	18680	19421	19403	96.1845	60
FoCL57	KK035841.1	590168	370711	501538	NC_030989.1	5212762	2951612	3095882	same	128902	144385	144270	89.2766	60
FoCL57	JH651425.1	44689	57	1380	NC_030989.1	5212762	3079486	3080809	same	1305	1323	1323	98.6395	0
FoCL57	KK035841.1	590168	503413	589760	NC_030989.1	5212762	3097059	3185241	same	85073	88046	88182	96.6234	60
FoCL57	JH651394.1	2019370	559	62104	NC_030989.1	5212762	3185231	3252211	same	58498	69097	66980	84.6607	60
FoCL57	JH651403.1	281853	281491	281853	NC_030989.1	5212762	3205824	3206186	opposite	362	362	362	100.0000	0
FoCL57	JH651431.1	41155	40513	41155	NC_030989.1	5212762	3258888	3259530	same	633	642	642	98.5981	1
FoCL57	JH651394.1	2019370	63376	115378	NC_030989.1	5212762	3265416	3318063	same	51023	52743	52647	96.7389	60
FoCL57	JH651394.1	2019370	120491	269517	NC_030989.1	5212762	3323332	3474718	same	146854	151662	151386	96.8298	60
FoCL57	JH651394.1	2019370	269898	271269	NC_030989.1	5212762	3475234	3476599	same	1317	1372	1365	95.9913	60
FoCL57	JH651394.1	2019370	273306	309613	NC_030989.1	5212762	3478504	3518288	same	33936	40893	39784	82.9873	60
FoCL57	JH651394.1	2019370	309741	337129	NC_030989.1	5212762	3518416	3542459	same	23695	27435	24043	86.3678	60
FoCL57	JH651394.1	2019370	337458	354614	NC_030989.1	5212762	3542878	3560087	same	16937	17214	17209	98.3908	60
FoCL57	JH651394.1	2019370	360834	399936	NC_030989.1	5212762	3562327	3601717	same	38692	39498	39390	97.9594	60
FoCL57	JH651394.1	2019370	400182	492161	NC_030989.1	5212762	3601911	3694716	same	91237	92808	92805	98.3073	60
FoCL57	JH651394.1	2019370	492270	581795	NC_030989.1	5212762	3694830	3784471	same	88826	89472	89641	99.2780	60
FoCL57	JH651394.1	2019370	582020	611589	NC_030989.1	5212762	3784708	3814283	same	29347	29618	29575	99.0850	60
FoCL57	JH651394.1	2019370	611770	627945	NC_030989.1	5212762	3814481	3830665	same	16052	16191	16184	99.1415	60
FoCL57	JH651394.1	2019370	628232	652366	NC_030989.1	5212762	3830932	3855104	same	23977	24193	24172	99.1072	60
FoCL57	JH651394.1	2019370	653674	730294	NC_030989.1	5212762	3856476	3933937	same	76100	77444	77461	98.2646	60
FoCL57	JH651394.1	2019370	730720	765082	NC_030989.1	5212762	3934499	3968820	same	33970	34418	34321	98.6984	60
FoCL57	JH651394.1	2019370	765447	766501	NC_030989.1	5212762	3969205	3970259	same	995	1054	1054	94.4023	60
FoCL57	JH651394.1	2019370	766730	780560	NC_030989.1	5212762	3970488	3984357	same	13672	13877	13869	98.5227	60
FoCL57	JH651394.1	2019370	781142	813434	NC_030989.1	5212762	3984937	4017268	same	32069	32342	32331	99.1559	60
FoCL57	JH651394.1	2019370	813631	816980	NC_030989.1	5212762	4017571	4020929	same	3331	3360	3358	99.1369	60
FoCL57	JH651394.1	2019370	817830	865238	NC_030989.1	5212762	4021939	4069377	same	47051	47451	47438	99.1570	60
FoCL57	JH651394.1	2019370	865461	924575	NC_030989.1	5212762	4069624	4129697	same	58453	59891	60073	97.5990	60
FoCL57	JH651394.1	2019370	927163	1041486	NC_030989.1	5212762	4129829	4245217	same	112421	115712	115388	97.1559	60
FoCL57	JH651394.1	2019370	1041821	1056040	NC_030989.1	5212762	4245472	4259836	same	14085	14253	14364	98.8213	60
FoCL57	JH651394.1	2019370	1056977	1068676	NC_030989.1	5212762	4260672	4272371	same	11612	11704	11699	99.2139	60
FoCL57	JH651394.1	2019370	1068864	1146380	NC_030989.1	5212762	4272567	4350128	same	76708	77662	77561	98.7716	60
FoCL57	JH651394.1	2019370	1146441	1149307	NC_030989.1	5212762	4350409	4353281	same	2836	2872	2872	98.7465	60
FoCL57	JH651394.1	2019370	1149985	1339396	NC_030989.1	5212762	4353440	4542034	same	186701	189370	188594	98.5906	60
FoCL57	JH651394.1	2019370	1346262	1359944	NC_030989.1	5212762	4550451	4569266	same	13319	18892	18815	70.5007	60
FoCL57	JH651394.1	2019370	1360043	1401223	NC_030989.1	5212762	4569356	4610571	same	40705	41236	41215	98.7123	60
FoCL57	JH651394.1	2019370	1404079	1435598	NC_030989.1	5212762	4612500	4644030	same	30997	31562	31530	98.2099	60
FoCL57	JH651394.1	2019370	1445274	1448366	NC_030989.1	5212762	4647261	4650353	same	2993	3092	3092	96.7982	60
FoCL57	JH651394.1	2019370	1451173	1456995	NC_030989.1	5212762	4650652	4656449	same	5717	5823	5797	98.1796	60
FoCL57	JH651394.1	2019370	1479252	1557047	NC_030989.1	5212762	4659708	4743224	same	76486	83588	83516	91.5036	60
FoCL57	JH651394.1	2019370	1564827	1569131	NC_030989.1	5212762	4748005	4752336	same	4004	4347	4331	92.1095	60
FoCL57	JH651394.1	2019370	1569527	1584548	NC_030989.1	5212762	4752732	4767491	same	14486	15028	14759	96.3934	60
FoCL57	JH651394.1	2019370	1594120	1595978	NC_030989.1	5212762	4767957	4769787	same	1781	1858	1830	95.8558	60
