query_genome	query_id	query_length_bp	query_start_0based	query_end_0based	ref_id	ref_length_bp	ref_start_0based	ref_end_0based	orientation	matching_bases	alignment_block_length_bp	ref_span_bp	percent_identity	mapping_quality
FoCotton	JH658091.1	28983	24683	25076	NC_030988.1	5634991	2506564	2506956	same	386	393	392	98.2188	0
FoCotton	KK035443.1	5165	369	1725	NC_030988.1	5634991	2507187	2508557	opposite	1239	1374	1370	90.1747	0
FoCotton	JH658076.1	33158	29291	29686	NC_030988.1	5634991	2519479	2519873	same	378	395	394	95.6962	0
FoCotton	KK035244.1	36771	7203	9225	NC_030988.1	5634991	2570343	2572364	opposite	1874	2029	2021	92.3608	0
FoCotton	JH658186.1	10995	8446	10841	NC_030988.1	5634991	2578600	2580970	same	2250	2395	2370	93.9457	0
FoCotton	JH658018.1	77205	18369	20069	NC_030988.1	5634991	2584551	2586195	same	1502	1709	1644	87.8877	0
FoCotton	JH658033.1	59173	58533	59167	NC_030988.1	5634991	2616299	2616936	opposite	595	637	637	93.4066	0
FoCotton	JH658035.1	58475	51902	55305	NC_030988.1	5634991	2626553	2633056	same	3390	6503	6503	52.1298	1
FoCotton	JH657976.1	181406	71667	73306	NC_030988.1	5634991	2626651	2628290	opposite	1588	1639	1639	96.8883	0
FoCotton	JH658178.1	11929	6861	7224	NC_030988.1	5634991	2653070	2653433	same	352	364	363	96.7033	0
FoCotton	JH658070.1	34555	10774	11219	NC_030988.1	5634991	2660733	2661178	opposite	441	445	445	99.1011	0
FoCotton	KK035649.1	2093	193	2045	NC_030988.1	5634991	2676498	2678344	same	1741	1856	1846	93.8039	0
FoCotton	JH658230.1	8274	1910	4032	NC_030988.1	5634991	2681906	2684117	same	1976	2113	2211	93.5163	0
FoCotton	JH658102.1	26335	6186	12925	NC_030988.1	5634991	2700908	2708493	opposite	6601	7597	7585	86.8896	0
FoCotton	JH657976.1	181406	43866	45063	NC_030988.1	5634991	2707773	2708971	opposite	1089	1199	1198	90.8257	0
FoCotton	KK035713.1	1720	386	1527	NC_030988.1	5634991	2713195	2714336	opposite	1082	1142	1141	94.7461	0
FoCotton	JH658086.1	31686	15168	17735	NC_030988.1	5634991	2715848	2718401	same	2421	2575	2553	94.0194	0
FoCotton	JH658215.1	9107	8326	8772	NC_030988.1	5634991	2728577	2729023	opposite	432	446	446	96.8610	0
FoCotton	JH658090.1	30509	18671	29140	NC_030988.1	5634991	2763772	2774470	same	9997	10740	10698	93.0819	1
FoCotton	JH658244.1	6006	5019	5584	NC_030988.1	5634991	2790404	2790969	same	544	565	565	96.2832	0
FoCotton	KK035226.1	83753	79521	79867	NC_030988.1	5634991	2791641	2791987	opposite	334	346	346	96.5318	0
FoCotton	JH658060.1	38410	629	1210	NC_030988.1	5634991	2793981	2794560	opposite	564	581	579	97.0740	0
FoCotton	JH658093.1	28369	2638	5533	NC_030988.1	5634991	2804534	2807489	same	2753	2959	2955	93.0382	0
FoCotton	JH658201.1	10062	89	1142	NC_030988.1	5634991	2804535	2805588	opposite	1035	1053	1053	98.2906	0
FoCotton	KK035727.1	1666	491	786	NC_030988.1	5634991	2807509	2807804	opposite	288	295	295	97.6271	0
FoCotton	KK035700.1	1760	216	1760	NC_030988.1	5634991	2807674	2809218	opposite	1513	1545	1544	97.9288	0
FoCotton	JH657978.1	171404	152912	154013	NC_030988.1	5634991	2810059	2811161	same	1032	1102	1102	93.6479	0
FoCotton	KK035309.1	13988	13037	13988	NC_030988.1	5634991	2810209	2811161	opposite	913	952	952	95.9034	0
FoCotton	JH658037.1	58229	16077	16873	NC_030988.1	5634991	2825334	2826130	opposite	733	796	796	92.0854	0
FoCotton	JH658125.1	22170	9716	10164	NC_030988.1	5634991	2840892	2841335	same	432	448	443	96.4286	0
FoCotton	KK035757.1	1397	912	1397	NC_030988.1	5634991	2846819	2847304	same	474	485	485	97.7320	0
FoCotton	JH658033.1	59173	22806	24647	NC_030988.1	5634991	2847042	2848883	opposite	1712	1841	1841	92.9929	0
FoCotton	JH658132.1	22019	21696	22019	NC_030988.1	5634991	2904220	2904543	same	318	323	323	98.4520	0
FoCotton	KK035742.1	1493	289	858	NC_030988.1	5634991	2921718	2922285	same	554	570	567	97.1930	0
FoCotton	JH657978.1	171404	105594	110874	NC_030988.1	5634991	2928551	2933899	opposite	4793	5348	5348	89.6223	0
FoCotton	JH657978.1	171404	104144	105124	NC_030988.1	5634991	2934369	2935349	opposite	900	980	980	91.8367	0
FoCotton	JH657978.1	171404	101405	103582	NC_030988.1	5634991	2935911	2938087	opposite	1970	2177	2176	90.4915	0
FoCotton	JH657972.1	191548	52745	52978	NC_030988.1	5634991	2990573	2990806	same	231	233	233	99.1416	0
FoCotton	KK035230.1	75149	2489	6126	NC_030988.1	5634991	3003527	3007201	same	3419	3681	3674	92.8824	1
FoCotton	JH658104.1	25535	11102	11420	NC_030988.1	5634991	3015597	3015915	same	315	318	318	99.0566	0
FoCotton	JH657997.1	100508	91399	92641	NC_030988.1	5634991	3030311	3031553	opposite	1158	1244	1242	93.0868	0
FoCotton	JH658090.1	30509	14134	14419	NC_030988.1	5634991	3123682	3123967	opposite	279	285	285	97.8947	0
FoCotton	JH658153.1	15756	6678	8570	NC_030988.1	5634991	3162455	3164586	opposite	1652	1985	2131	83.2242	0
FoCotton	JH658133.1	20702	13762	14109	NC_030988.1	5634991	3162479	3162826	opposite	336	347	347	96.8300	0
FoCotton	JH658087.1	30642	17022	17954	NC_030988.1	5634991	3163455	3164379	opposite	872	939	924	92.8647	0
FoCotton	KK035483.1	4331	1012	2318	NC_030988.1	5634991	3169438	3170750	same	1249	1315	1312	94.9810	0
FoCotton	KK035571.1	2895	0	647	NC_030988.1	5634991	3184205	3184853	same	609	648	648	93.9815	0
FoCotton	JH658198.1	10210	7220	8810	NC_030988.1	5634991	3186552	3188138	opposite	1475	1590	1586	92.7673	0
FoCotton	JH658019.1	79820	55305	59360	NC_030988.1	5634991	3199901	3203643	same	3553	4153	3742	85.5526	0
FoCotton	JH658011.1	86016	70319	72954	NC_030988.1	5634991	3222017	3224656	same	2573	2639	2639	97.4991	0
FoCotton	JH658100.1	30125	20039	20509	NC_030988.1	5634991	3233689	3234159	same	469	470	470	99.7872	0
FoCotton	KK035414.1	6295	0	237	NC_030988.1	5634991	3233924	3234161	same	235	237	237	99.1561	0
FoCotton	KK035363.1	8250	7228	7755	NC_030988.1	5634991	3249966	3250493	opposite	497	527	527	94.3074	0
FoCotton	KK035687.1	1870	1328	1870	NC_030988.1	5634991	3259137	3259679	same	536	542	542	98.8930	0
FoCotton	JH658185.1	11053	9963	11053	NC_030988.1	5634991	3262688	3263778	opposite	1070	1090	1090	98.1651	0
FoCotton	KK035432.1	5683	0	244	NC_030988.1	5634991	3263577	3263821	same	241	244	244	98.7705	0
FoCotton	KK035262.1	22669	6138	7040	NC_030988.1	5634991	3265039	3265945	same	826	907	906	91.0695	0
FoCotton	JH658128.1	22048	699	2563	NC_030988.1	5634991	3306067	3307931	same	1833	1864	1864	98.3369	0
FoCotton	KK035419.1	6121	51	1858	NC_030988.1	5634991	3306094	3307931	same	1776	1837	1837	96.6794	0
FoCotton	JH658109.1	25186	0	980	NC_030988.1	5634991	3306858	3307838	same	928	980	980	94.6939	0
FoCotton	JH658125.1	22170	21306	22170	NC_030988.1	5634991	3324723	3325587	same	847	864	864	98.0324	0
FoCotton	KK035389.1	7318	525	1580	NC_030988.1	5634991	3337667	3338722	same	1050	1055	1055	99.5261	0
FoCotton	JH658073.1	33558	20845	22018	NC_030988.1	5634991	3371991	3373165	same	1092	1174	1174	93.0153	0
FoCotton	JH658243.1	6007	5767	6007	NC_030988.1	5634991	3392474	3392714	opposite	237	240	240	98.7500	0
FoCotton	JH658000.1	99639	50256	52079	NC_030988.1	5634991	3400127	3401941	opposite	1728	1832	1814	94.3231	0
FoCotton	KK035276.1	18357	3928	5951	NC_030988.1	5634991	3413831	3415907	same	1852	2115	2076	87.5650	0
FoCotton	KK035660.1	2053	11	2053	NC_030988.1	5634991	3441991	3444036	opposite	2022	2045	2045	98.8753	0
FoCotton	KK035584.1	2818	1314	2735	NC_030988.1	5634991	3505570	3506993	same	1386	1423	1423	97.3999	0
FoCotton	KK035241.1	43100	23706	24483	NC_030988.1	5634991	3510231	3511053	opposite	739	828	822	89.2512	23
FoCotton	JH658201.1	10062	4060	5913	NC_030988.1	5634991	3590062	3592051	same	1722	1989	1989	86.5762	0
FoCotton	JH658009.1	89445	65705	67557	NC_030988.1	5634991	3590063	3592051	opposite	1722	1988	1988	86.6197	0
FoCotton	JH658011.1	86016	9295	9813	NC_030988.1	5634991	3638667	3639183	same	499	519	516	96.1464	0
FoCotton	JH658053.1	44137	24533	26372	NC_030988.1	5634991	3640979	3642817	opposite	1792	1839	1838	97.4443	44
FoCotton	JH658095.1	27527	2322	3962	NC_030988.1	5634991	3641009	3642648	same	1565	1640	1639	95.4268	1
FoCotton	JH658253.1	6120	100	1836	NC_030988.1	5634991	3641068	3642803	same	1665	1736	1735	95.9101	15
FoCotton	JH657978.1	171404	170409	170889	NC_030988.1	5634991	3642338	3642817	opposite	460	480	479	95.8333	60
FoCotton	KK035284.1	17030	7460	8854	NC_030988.1	5634991	3669454	3670848	same	1372	1394	1394	98.4218	0
FoCotton	JH658084.1	33835	2725	3075	NC_030988.1	5634991	3791936	3792286	same	340	350	350	97.1429	60
FoCotton	JH658084.1	33835	6848	8069	NC_030988.1	5634991	3792408	3793632	same	1182	1224	1224	96.5686	25
FoCotton	JH658111.1	26171	1875	2737	NC_030988.1	5634991	3813078	3813947	opposite	831	869	869	95.6272	0
FoCotton	JH658202.1	10893	9983	10890	NC_030988.1	5634991	3867821	3868725	same	843	907	904	92.9438	0
FoCotton	JH658095.1	27527	4199	4853	NC_030988.1	5634991	3888137	3888792	opposite	625	655	655	95.4198	0
FoCotton	KK035251.1	31739	0	238	NC_030988.1	5634991	3982346	3982602	opposite	237	256	256	92.5781	0
FoCotton	KK035596.1	2698	215	617	NC_030988.1	5634991	3987099	3987501	same	394	402	402	98.0100	0
FoCotton	KK035372.1	7771	0	1425	NC_030988.1	5634991	3995933	3997355	opposite	1323	1425	1422	92.8421	0
FoCotton	KK035499.1	4015	38	2037	NC_030988.1	5634991	3997298	3999311	same	1872	2029	2013	92.2622	40
FoCotton	JH657978.1	171404	111442	116020	NC_030988.1	5634991	4005321	4009895	opposite	4521	4585	4574	98.6041	6
FoCotton	KK035338.1	10677	9977	10677	NC_030988.1	5634991	4009893	4010591	same	689	700	698	98.4286	0
FoCotton	JH658021.1	74742	0	1464	NC_030988.1	5634991	4071164	4072618	opposite	1433	1471	1454	97.4167	60
FoCotton	KK035430.1	5685	0	634	NC_030988.1	5634991	4071319	4071953	same	586	634	634	92.4290	13
FoCotton	JH658254.1	7022	1130	2960	NC_030988.1	5634991	4161612	4163442	same	1662	1833	1830	90.6710	0
FoCotton	JH658073.1	33558	6447	7457	NC_030988.1	5634991	4162430	4163440	opposite	932	1010	1010	92.2772	0
FoCotton	JH658217.1	9029	6586	8665	NC_030988.1	5634991	4163457	4165607	opposite	1909	2054	2150	92.9406	0
FoCotton	JH658011.1	86016	42655	43951	NC_030988.1	5634991	4178871	4180167	opposite	1255	1296	1296	96.8364	0
FoCotton	KK035372.1	7771	4702	7430	NC_030988.1	5634991	4183838	4186573	opposite	2555	2736	2735	93.3845	52
FoCotton	JH658170.1	14960	3313	5156	NC_030988.1	5634991	4232855	4234697	opposite	1813	1843	1842	98.3722	0
FoCotton	JH657983.1	148325	62891	63403	NC_030988.1	5634991	4234185	4234697	opposite	481	512	512	93.9453	0
FoCotton	JH658114.1	23478	0	346	NC_030988.1	5634991	4234853	4235199	opposite	341	346	346	98.5549	0
FoCotton	KK035528.1	3501	2783	3246	NC_030988.1	5634991	4246693	4247159	opposite	442	469	466	94.2431	0
FoCotton	KK035469.1	4548	3994	4548	NC_030988.1	5634991	4291194	4291748	opposite	542	554	554	97.8339	0
FoCotton	KK035287.1	16440	13331	15393	NC_030988.1	5634991	4302328	4304381	opposite	1943	2066	2053	94.0465	25
FoCotton	KK035287.1	16440	5160	11348	NC_030988.1	5634991	4306380	4312554	opposite	5821	6211	6174	93.7208	23
FoCotton	KK035287.1	16440	92	4484	NC_030988.1	5634991	4314778	4318628	opposite	3589	4407	3850	81.4386	0
FoCotton	KK035312.1	13076	5787	6130	NC_030988.1	5634991	4334331	4334673	opposite	324	355	342	91.2676	12
FoCotton	KK035758.1	1381	0	1381	NC_030988.1	5634991	4382242	4383623	opposite	1370	1381	1381	99.2035	16
FoCotton	KK035270.1	19803	15540	19025	NC_030988.1	5634991	4393258	4396759	same	3318	3505	3501	94.6648	43
FoCotton	JH658181.1	11844	3084	5566	NC_030988.1	5634991	4458281	4460764	opposite	2427	2483	2483	97.7447	0
FoCotton	JH658240.1	6946	2855	6946	NC_030988.1	5634991	4464920	4469077	opposite	3851	4066	4157	94.7122	0
FoCotton	JH658162.1	13325	5895	6898	NC_030988.1	5634991	4469293	4470296	same	972	1005	1003	96.7164	0
FoCotton	JH658174.1	18930	10448	10679	NC_030988.1	5634991	4479980	4480211	same	230	231	231	99.5671	0
FoCotton	JH658097.1	27353	26076	27353	NC_030988.1	5634991	4483586	4484863	opposite	1224	1277	1277	95.8496	0
FoCotton	JH658068.1	36695	472	1053	NC_030988.1	5634991	4488714	4489295	same	568	581	581	97.7625	0
FoCotton	JH658068.1	36695	4675	13669	NC_030988.1	5634991	4489965	4498238	same	8014	8916	8273	89.8834	60
FoCotton	JH658097.1	27353	12327	14880	NC_030988.1	5634991	4496820	4499352	opposite	2363	2554	2532	92.5215	0
FoCotton	JH658097.1	27353	0	4991	NC_030988.1	5634991	4499816	4504807	opposite	4710	5002	4991	94.1623	10
FoCotton	JH658068.1	36695	16361	24735	NC_030988.1	5634991	4500220	4505833	same	5494	8075	5613	68.0372	60
FoCotton	KK035370.1	7802	1815	5532	NC_030988.1	5634991	4515103	4518848	same	3542	3758	3745	94.2523	0
FoCotton	KK035527.1	3519	129	3474	NC_030988.1	5634991	4534190	4537539	opposite	3016	3349	3349	90.0567	0
FoCotton	JH657995.1	102212	66160	84209	NC_030988.1	5634991	4584846	4597285	opposite	11969	18048	12439	66.3176	19
FoCotton	JH657995.1	102212	42876	43591	NC_030988.1	5634991	4627583	4628347	opposite	688	766	764	89.8172	60
FoCotton	JH658023.1	73102	0	2746	NC_030988.1	5634991	4678236	4680979	opposite	2633	2746	2743	95.8849	12
FoCotton	JH657995.1	102212	280	2162	NC_030988.1	5634991	4679174	4681054	opposite	1805	1882	1880	95.9086	60
FoCotton	KK035673.1	1916	0	1916	NC_030988.1	5634991	4686142	4688052	opposite	1890	1916	1910	98.6430	60
FoCotton	KK035367.1	8033	5453	8021	NC_030988.1	5634991	4688050	4690617	opposite	2509	2568	2567	97.7025	60
FoCotton	JH658026.1	71206	68641	71206	NC_030988.1	5634991	4688053	4690617	opposite	2501	2565	2564	97.5049	60
FoCotton	JH658026.1	71206	65820	67441	NC_030988.1	5634991	4691880	4693500	opposite	1603	1621	1620	98.8896	60
FoCotton	KK035367.1	8033	2727	4255	NC_030988.1	5634991	4691880	4693500	opposite	1486	1622	1620	91.6153	60
FoCotton	KK035367.1	8033	39	1606	NC_030988.1	5634991	4694819	4696348	opposite	1484	1567	1529	94.7033	60
FoCotton	JH658026.1	71206	62600	64699	NC_030988.1	5634991	4694819	4696917	opposite	2020	2105	2098	95.9620	60
FoCotton	KK035286.1	16507	224	10609	NC_030988.1	5634991	4696549	4706774	same	9790	10441	10225	93.7650	60
FoCotton	JH658026.1	71206	53268	60044	NC_030988.1	5634991	4700041	4706982	opposite	6533	6946	6941	94.0541	60
FoCotton	JH658050.1	42973	727	1703	NC_030988.1	5634991	4700082	4701061	opposite	900	979	979	91.9305	60
FoCotton	KK035286.1	16507	14244	16507	NC_030988.1	5634991	4711244	4713507	same	2220	2263	2263	98.0999	60
FoCotton	JH658026.1	71206	45643	49343	NC_030988.1	5634991	4711244	4714945	opposite	3607	3701	3701	97.4601	60
FoCotton	JH658026.1	71206	37572	43659	NC_030988.1	5634991	4716531	4719302	opposite	2569	5614	2771	45.7606	60
FoCotton	JH658026.1	71206	0	1803	NC_030988.1	5634991	4722782	4724579	same	1699	1805	1797	94.1274	60
FoCotton	KK035240.1	44318	11661	19775	NC_030988.1	5634991	4726631	4734730	same	7715	8123	8099	94.9772	60
FoCotton	JH658004.1	98198	17785	22811	NC_030988.1	5634991	4733000	4736337	opposite	3195	5026	3337	63.5694	60
FoCotton	KK035240.1	44318	23080	34544	NC_030988.1	5634991	4736256	4753759	same	11188	17523	17503	63.8475	60
FoCotton	JH658004.1	98198	12977	17389	NC_030988.1	5634991	4736735	4741135	opposite	4186	4428	4400	94.5348	60
FoCotton	JH658103.1	32432	13617	16710	NC_030988.1	5634991	4744353	4747449	same	2948	3097	3096	95.1889	60
FoCotton	KK035516.1	3701	1612	3701	NC_030988.1	5634991	4745289	4747378	opposite	2060	2089	2089	98.6118	60
FoCotton	KK035262.1	22669	0	628	NC_030988.1	5634991	4746820	4747449	same	621	629	629	98.7281	60
FoCotton	JH658004.1	98198	9196	10850	NC_030988.1	5634991	4747476	4749132	opposite	1520	1660	1656	91.5663	60
FoCotton	JH658004.1	98198	6537	8134	NC_030988.1	5634991	4749853	4751453	opposite	1509	1600	1600	94.3125	60
FoCotton	JH658004.1	98198	4481	6173	NC_030988.1	5634991	4751821	4753515	opposite	1611	1694	1694	95.1004	60
FoCotton	KK035398.1	6949	2223	3050	NC_030988.1	5634991	4762341	4763166	same	792	828	825	95.6522	60
FoCotton	JH658008.1	87225	63545	64494	NC_030988.1	5634991	4762341	4763287	opposite	907	949	946	95.5743	1
FoCotton	KK035240.1	44318	35902	44090	NC_030988.1	5634991	4768656	4777232	same	7855	8603	8576	91.3054	60
FoCotton	JH658004.1	98198	0	2525	NC_030988.1	5634991	4768657	4771183	opposite	2444	2526	2526	96.7538	60
FoCotton	JH658063.1	46251	1025	12835	NC_030988.1	5634991	4776549	4788371	same	11461	11857	11822	96.6602	60
FoCotton	KK035362.1	8524	0	8524	NC_030988.1	5634991	4779982	4788689	same	8088	8714	8707	92.8162	60
FoCotton	KK035704.1	1747	0	1747	NC_030988.1	5634991	4791547	4793274	opposite	1655	1748	1727	94.6796	53
FoCotton	JH658177.1	12969	27	2480	NC_030988.1	5634991	4797568	4799974	same	2243	2453	2406	91.4391	35
FoCotton	JH658177.1	12969	4131	12969	NC_030988.1	5634991	4800273	4807993	same	7448	7837	7720	95.0364	60
FoCotton	JH658063.1	46251	33578	35442	NC_030988.1	5634991	4805271	4807124	same	1709	1866	1853	91.5863	60
FoCotton	JH658063.1	46251	40667	46244	NC_030988.1	5634991	4809699	4815271	same	5522	5580	5572	98.9606	60
FoCotton	JH658155.1	20552	3721	8859	NC_030988.1	5634991	4811922	4817522	opposite	4826	5512	5600	87.5544	60
FoCotton	JH658127.1	21339	0	11249	NC_030988.1	5634991	4821146	4832072	same	10322	10874	10926	94.9237	60
FoCotton	KK035352.1	9147	6606	9147	NC_030988.1	5634991	4824174	4826721	opposite	2420	2585	2547	93.6170	60
FoCotton	JH658190.1	10861	1059	3353	NC_030988.1	5634991	4824717	4826989	opposite	2129	2305	2272	92.3644	60
FoCotton	KK035458.1	4686	811	4686	NC_030988.1	5634991	4828669	4832523	opposite	3654	3875	3854	94.2968	59
FoCotton	JH658127.1	21339	14236	17495	NC_030988.1	5634991	4833969	4837270	same	3186	3302	3301	96.4870	60
FoCotton	JH658068.1	36695	25048	36695	NC_030988.1	5634991	4836072	4848403	opposite	11506	12337	12331	93.2642	60
FoCotton	JH658242.1	6109	4017	4995	NC_030988.1	5634991	4842232	4843206	same	916	978	974	93.6605	60
FoCotton	KK035370.1	7802	369	1340	NC_030988.1	5634991	4842235	4843206	opposite	911	971	971	93.8208	60
FoCotton	JH658242.1	6109	5193	5989	NC_030988.1	5634991	4843318	4844106	same	765	796	788	96.1055	45
FoCotton	KK035520.1	3609	1719	3465	NC_030988.1	5634991	4846076	4847821	same	1662	1752	1745	94.8630	60
FoCotton	KK035638.1	2251	0	1862	NC_030988.1	5634991	4846503	4848395	same	1748	1900	1892	92.0000	60
FoCotton	JH658141.1	18827	7	14014	NC_030988.1	5634991	4854075	4864166	same	9689	13922	10091	69.5949	60
FoCotton	JH658141.1	18827	14590	18827	NC_030988.1	5634991	4864670	4868456	same	3730	4028	3786	92.6018	60
FoCotton	KK035485.1	4310	2455	3249	NC_030988.1	5634991	4865613	4866408	same	755	795	795	94.9686	60
FoCotton	JH658082.1	31385	26688	28134	NC_030988.1	5634991	4871521	4872968	opposite	1400	1447	1447	96.7519	60
FoCotton	JH658174.1	18930	13880	18930	NC_030988.1	5634991	4878123	4884057	opposite	4943	5939	5934	83.2295	60
FoCotton	JH658264.1	3782	2748	3772	NC_030988.1	5634991	4883009	4884033	same	997	1024	1024	97.3633	60
FoCotton	JH658174.1	18930	0	1969	NC_030988.1	5634991	4894747	4896716	opposite	1928	1969	1969	97.9177	60
FoCotton	KK035631.1	2322	0	307	NC_030988.1	5634991	4897794	4898101	same	299	307	307	97.3941	0
FoCotton	JH658240.1	6946	0	1550	NC_030988.1	5634991	4899266	4900822	same	1481	1556	1556	95.1799	60
FoCotton	JH658140.1	19267	1105	3435	NC_030988.1	5634991	4907587	4909917	same	2203	2337	2330	94.2662	60
FoCotton	JH658228.1	7059	0	2339	NC_030988.1	5634991	4909235	4911568	same	2258	2342	2333	96.4133	60
FoCotton	JH658228.1	7059	4206	6902	NC_030988.1	5634991	4913912	4916596	same	2523	2698	2684	93.5137	33
FoCotton	JH658181.1	11844	7220	11844	NC_030988.1	5634991	4915035	4919652	same	4466	4639	4617	96.2707	60
FoCotton	KK035328.1	11437	4306	11437	NC_030988.1	5634991	4917404	4924499	opposite	6602	7148	7095	92.3615	60
FoCotton	JH658140.1	19267	10062	16945	NC_030988.1	5634991	4918052	4925758	same	6472	7627	7706	84.8564	60
FoCotton	JH658257.1	5003	0	5003	NC_030988.1	5634991	4920154	4924009	opposite	3641	3766	3855	96.6808	57
FoCotton	JH658156.1	16479	0	3595	NC_030988.1	5634991	4920448	4923890	same	3297	3600	3442	91.5833	60
FoCotton	JH658156.1	16479	5894	7797	NC_030988.1	5634991	4923888	4925811	same	1850	1924	1923	96.1538	60
FoCotton	KK035328.1	11437	942	3423	NC_030988.1	5634991	4925243	4927717	opposite	2290	2485	2474	92.1529	60
FoCotton	JH658156.1	16479	10538	15168	NC_030988.1	5634991	4930030	4934546	same	4313	4738	4516	91.0300	60
FoCotton	KK035505.1	3877	0	3877	NC_030988.1	5634991	4930611	4934493	opposite	3791	3888	3882	97.5051	60
FoCotton	JH658116.1	23159	16320	18293	NC_030988.1	5634991	4932443	4934773	same	1860	2357	2330	78.9139	60
FoCotton	JH658057.1	40519	36851	37719	NC_030988.1	5634991	4933309	4934175	opposite	811	872	866	93.0046	60
FoCotton	JH658057.1	40519	33130	36853	NC_030988.1	5634991	4934549	4936906	opposite	2284	3729	2357	61.2497	60
FoCotton	JH658017.1	87296	71130	73250	NC_030988.1	5634991	4934772	4936896	same	2027	2126	2124	95.3434	60
FoCotton	KK035329.1	11109	0	2026	NC_030988.1	5634991	4934868	4936896	same	1927	2032	2028	94.8327	60
FoCotton	KK035329.1	11109	6211	6559	NC_030988.1	5634991	4937017	4937363	same	336	348	346	96.5517	60
FoCotton	JH658017.1	87296	77416	77807	NC_030988.1	5634991	4937027	4937418	same	376	391	391	96.1637	60
FoCotton	JH658018.1	77205	3745	5083	NC_030988.1	5634991	4941318	4942655	opposite	1263	1338	1337	94.3946	60
FoCotton	KK035635.1	2297	241	2297	NC_030988.1	5634991	4942817	4944872	same	1968	2060	2055	95.5340	60
FoCotton	KK035810.1	1190	56	331	NC_030988.1	5634991	4947248	4947523	same	270	275	275	98.1818	60
FoCotton	JH658132.1	22019	2923	3842	NC_030988.1	5634991	4963975	4964897	same	914	922	922	99.1323	39
FoCotton	JH657996.1	99969	11317	12981	NC_030988.1	5634991	4965466	4967145	opposite	1589	1679	1679	94.6397	60
FoCotton	JH658103.1	32432	7936	9482	NC_030988.1	5634991	4965971	4967505	same	1492	1549	1534	96.3202	60
FoCotton	JH658040.1	55028	6684	7698	NC_030988.1	5634991	4966167	4967187	same	939	1020	1020	92.0588	60
FoCotton	JH658000.1	99639	46256	49063	NC_030988.1	5634991	4973377	4976188	opposite	2731	2811	2811	97.1540	60
FoCotton	JH657978.1	171404	170996	171404	NC_030988.1	5634991	4976740	4977148	same	397	409	408	97.0660	60
FoCotton	JH658052.1	45501	23753	24119	NC_030988.1	5634991	4976770	4977135	same	353	366	365	96.4481	60
FoCotton	JH658111.1	26171	8719	9363	NC_030988.1	5634991	4977162	4977806	opposite	602	644	644	93.4783	60
FoCotton	JH658113.1	23815	13225	14730	NC_030988.1	5634991	4977181	4978696	same	1375	1516	1515	90.6992	32
FoCotton	JH658041.1	58569	22420	24034	NC_030988.1	5634991	4977243	4978857	opposite	1488	1614	1614	92.1933	60
FoCotton	KK035498.1	4029	1367	2662	NC_030988.1	5634991	4977503	4978798	same	1202	1295	1295	92.8185	60
FoCotton	JH658250.1	5614	2747	3308	NC_030988.1	5634991	4985899	4986460	opposite	535	562	561	95.1957	60
FoCotton	JH658138.1	21495	2379	4240	NC_030988.1	5634991	4985899	4987759	same	1784	1862	1860	95.8110	60
FoCotton	JH658250.1	5614	406	2225	NC_030988.1	5634991	4987116	4988641	opposite	1459	1844	1525	79.1215	60
FoCotton	JH658011.1	86016	14476	14871	NC_030988.1	5634991	4990969	4991365	opposite	387	396	396	97.7273	39
FoCotton	KK035583.1	2844	15	1504	NC_030988.1	5634991	5000870	5002395	opposite	1397	1548	1525	90.2455	60
FoCotton	KK035515.1	3715	3434	3681	NC_030988.1	5634991	5003917	5004164	same	243	247	247	98.3806	34
FoCotton	JH658151.1	16271	5044	6041	NC_030988.1	5634991	5006794	5007791	opposite	903	997	997	90.5717	5
FoCotton	JH658094.1	29423	11272	14069	NC_030988.1	5634991	5007123	5009521	opposite	2277	2698	2398	84.3958	28
FoCotton	KK035438.1	5573	0	1430	NC_030988.1	5634991	5008094	5009525	same	1375	1431	1431	96.0867	60
FoCotton	KK035449.1	4979	255	780	NC_030988.1	5634991	5019520	5020045	same	494	526	525	93.9163	60
FoCotton	KK035255.1	27702	16927	18487	NC_030988.1	5634991	5037308	5038866	opposite	1533	1560	1558	98.2692	60
FoCotton	KK035429.1	5763	2629	4784	NC_030988.1	5634991	5037308	5039462	opposite	2108	2155	2154	97.8190	60
FoCotton	KK035476.1	4444	1512	2209	NC_030988.1	5634991	5090492	5091191	opposite	647	699	699	92.5608	60
FoCotton	JH658186.1	10995	5902	7002	NC_030988.1	5634991	5092047	5093147	opposite	1059	1100	1100	96.2727	59
FoCotton	KK035309.1	13988	4620	5672	NC_030988.1	5634991	5094954	5096010	opposite	997	1056	1056	94.4129	60
FoCotton	KK035397.1	7533	3620	3887	NC_030988.1	5634991	5099169	5099436	opposite	264	267	267	98.8764	60
FoCotton	KK035769.1	1396	1158	1396	NC_030988.1	5634991	5099301	5099539	opposite	238	238	238	100.0000	60
FoCotton	KK035334.1	10972	2920	4855	NC_030988.1	5634991	5099535	5101464	opposite	1896	1935	1929	97.9845	2
FoCotton	KK035255.1	27702	23772	24542	NC_030988.1	5634991	5100710	5101479	opposite	752	770	769	97.6623	60
FoCotton	KK035769.1	1396	0	1163	NC_030988.1	5634991	5101475	5102638	opposite	1154	1163	1163	99.2261	60
FoCotton	KK035397.1	7533	205	3624	NC_030988.1	5634991	5102543	5106130	opposite	3232	3587	3587	90.1032	60
